Index	Tanggal	Kategori	Tema	Pertanyaan	Jawaban	Dasar Hukum	Editor
184751	20 Juni 2022	Tanya-SC	Lainnya	min, musti banget ini diisi? dah lama ga pulang, alias ga ada yg motong pajak trus isinya gmn? cara skip-nya gmn? https://twitter.com/JIlham_ECE/status/1537786717855289345	Di awal bisa ditanya apakah sedang mengisi SPT Tahunan OP 1770S? Untuk form 1770S digunakan oleh WP op yang: 1. Penghasilan dari satu atau lebih pemberi kerja 2. Penghasilan dari dalam negeri lainnya 3. Penghasilan yang dikenai PPh final dan atau bersifat final 4. Dan wajib memiliki bukti potong 1721-A1, A2 (bagi pegawai) atau 1721-VI (bagi pegawai tidak tetap) Jika WP tidak memiliki bukti potong, maka tidak dapat menggunakan form 1770S. Apabila penghasilan sehubungan dengan pekerjaan bisa persuasif minta ke pemberi kerjanya dulu atas bupotnya. Apabila memang tidak ada bupot dan WP tidak Menjalankan Usaha atau Pekerjaan bebas tapi penghasilan bruto lebih dari 60 juta bisa pake 1770 mas.	Di awal bisa ditanya apakah sedang mengisi SPT Tahunan OP 1770S? Untuk form 1770S digunakan oleh WP op yang: 1. Penghasilan dari satu atau lebih pemberi kerja 2. Penghasilan dari dalam negeri lainnya 3. Penghasilan yang dikenai PPh final dan atau bersifat final 4. Dan wajib memiliki bukti potong 1721-A1, A2 (bagi pegawai) atau 1721-VI (bagi pegawai tidak tetap) Jika WP tidak memiliki bukti potong, maka tidak dapat menggunakan form 1770S. Apabila penghasilan sehubungan dengan pekerjaan bisa persuasif minta ke pemberi kerjanya dulu atas bupotnya. Apabila memang tidak ada bupot dan WP tidak Menjalankan Usaha atau Pekerjaan bebas tapi penghasilan bruto lebih dari 60 juta bisa pake 1770 mas.	RIGAR TABAH PRIMADANA
184752	06 Januari 2022	Tanya-SC	E-Faktur	FP 070. REJECT: Etax API 10030 Dokumen bukan merupakan penyerahan BKP atau JKP	pastikan ke bc dokumennya adalah dokumen penyerahan bkp/jkp bukan penyerahan lainnya	pastikan ke bc dokumennya adalah dokumen penyerahan bkp/jkp bukan penyerahan lainnya	ELFAN FAUZI AKBAR
184753	20 Juni 2022	Tanya-SC	E-Faktur	https://twitter.com/zakariyaala/status/1538677339600867328 mas/mbak, in ak jelasin aja kalo muncul notif fp batal berarti fp sdh dbatalkan oleh lawan transaksi dan diminta konfirm k lawan transaksinya saja kah?	Digali dulu aja ya mbak itu kendala pas upload dokumen CK-1 nya dan ada notif errornya gak? Dokumen CK-1 pemesanan pita cukai hasil tembakau ini dokumen lain pajak keluaran bakal masuk ke A2 dan ada validasinya, data yg di djp harus sama dg data yg di bc. Sebenernya nanti arahnya konfirmasi ke BC, kita gak ada layanan untuk cek yg diminta WP.	Digali dulu aja ya mbak itu kendala pas upload dokumen CK-1 nya dan ada notif errornya gak? Dokumen CK-1 pemesanan pita cukai hasil tembakau ini dokumen lain pajak keluaran bakal masuk ke A2 dan ada validasinya, data yg di djp harus sama dg data yg di bc. Sebenernya nanti arahnya konfirmasi ke BC, kita gak ada layanan untuk cek yg diminta WP.	RIGAR TABAH PRIMADANA
184754	06 Januari 2022	Tanya-SC	PPh	wp dapat imbalan bunga. apakah termasuk penghasilan?	normatif ke pasal 4 ayat 1 UU PPh sttd UU HPP	normatif ke pasal 4 ayat 1 UU PPh sttd UU HPP	ELFAN FAUZI AKBAR
184755	20 Juni 2022	Tanya-SC	PPh	Saya ingin bertanya mengenai aspek perpajakan PMA, apa sajakah aspek perpajakan PMA, dan apakah perbedaannya dengan PMDN?	Kalo udah jadi NPWP badan, Badan PMA PMDN sebenernya bedanya terkait status permodalan/kepemilikan Wajib Pajak, PMA= Penanaman Modal Asing, PMDN= Penanaman Modal Dalam Negeri (Lampiran PER-04/PJ/2020). Untuk WP Badan sama-sama dikenakan pajak baik pph maupun ppn sesuai dengan uu pph dan uu ppn, namun dalam beberapa kondisi untuk pma mendapatkan beberapa fasilitas pph dan/atau ppn. Aspek perpajakan sifatnya variatif dilihat dari jenis kegiatan usaha wajib pajak berikut transaksi apa saja karena pph pot put akan timbul dari transaksi tersebut jika merupakan objeknya. Nanti bisa jelaskan pengertian BUT sesuai Pasal 2 ayat 5 UU 36 Tahun 2008 sttd UU 11 Tahun 2020, kalo udah jadi Badan PMA harusnya itu bukan BUT.	Kalo udah jadi NPWP badan, Badan PMA PMDN sebenernya bedanya terkait status permodalan/kepemilikan Wajib Pajak, PMA= Penanaman Modal Asing, PMDN= Penanaman Modal Dalam Negeri (Lampiran PER-04/PJ/2020). Untuk WP Badan sama-sama dikenakan pajak baik pph maupun ppn sesuai dengan uu pph dan uu ppn, namun dalam beberapa kondisi untuk pma mendapatkan beberapa fasilitas pph dan/atau ppn. Aspek perpajakan sifatnya variatif dilihat dari jenis kegiatan usaha wajib pajak berikut transaksi apa saja karena pph pot put akan timbul dari transaksi tersebut jika merupakan objeknya. Nanti bisa jelaskan pengertian BUT sesuai Pasal 2 ayat 5 UU 36 Tahun 2008 sttd UU 11 Tahun 2020, kalo udah jadi Badan PMA harusnya itu bukan BUT.	RIGAR TABAH PRIMADANA
184756	20 Juni 2022	Tanya-SC	Lainnya	min mau tanya, jadi untuk bukti potong masa 3 sebelumnya sudah dilaporkan melalui ebupot pasal23/26, ternyata ada tambahan bupot di masa tersebut dan terlanjur bupot tambahan sudah di buat di unfikasi. sebaiknya saya bagaimana min? lapor tambahannya di unifikasi ? Mas, mbak. izin konfirmasi, kalau seperti ini bupot yang baru tetap diinput di Ebupot PPh Pasal 23/26 dan laporkan SPT pembetulannya lalu bupot yang telah diinput di Ebuni bisa dihapus saja kan ya?	Iya veb, kita sampaikan sesuai pasal 13 ayat (6) per-24/2021, untuk pelaksanaan hak dan pemenuhan kewajiban perpajakan yang belum diselesaikan pada Masa Pajak sebelum SPT Masa PPh Unifikasi pertama kali disampaikan maka pakenya ketentuan sebelumnya, misal pas itu pake Ebupot PPh Pasal 23/26 per/04/2017 maka untuk pembetulannya juga pakenya Ebupot PPh Pasal 23/26. Nanti bupot yang baru tetap diinput di Ebupot PPh Pasal 23/26 dan laporkan SPT pembetulannya lalu bupot yang telah diinput di Ebuni bisa dihapus/dibatalkan.	Iya veb, kita sampaikan sesuai pasal 13 ayat (6) per-24/2021, untuk pelaksanaan hak dan pemenuhan kewajiban perpajakan yang belum diselesaikan pada Masa Pajak sebelum SPT Masa PPh Unifikasi pertama kali disampaikan maka pakenya ketentuan sebelumnya, misal pas itu pake Ebupot PPh Pasal 23/26 per/04/2017 maka untuk pembetulannya juga pakenya Ebupot PPh Pasal 23/26. Nanti bupot yang baru tetap diinput di Ebupot PPh Pasal 23/26 dan laporkan SPT pembetulannya lalu bupot yang telah diinput di Ebuni bisa dihapus/dibatalkan.	RIGAR TABAH PRIMADANA
184757	06 Januari 2022	Tanya-SC	PPh	perhitungan PPh 21 masa desember untuk porsi dtp	Cara menghitung PPh Pasal 21 DTP khusus untuk Masa Pajak Desember: 1. Tentukan apakah pegawai berhak/tidak berhak menerima insentif PPh Pasal 21 DTP di Masa Pajak Des. Caranya: penghasilan teratur pegawai (selain penghasilan tidak teratur seperti THR, Bonus, dsb) di bulan Desember dikali 12. Apabila tidak melebihi 200 juta, maka pegawai tersebut berhak menerima insentif PPh Pasal 21 DTP. 2. Hitunglah PPh Pasal 21 DTP --> yaitu PPh Pasal 21 atas penghasilan teratur (selain penghasilan tidak teratur seperti THR, Bonus, dsb) pada angka 1 saja. Caranya: Penghasilan teratur masa Desember x 12, kemudian hitung PPh 21 terutangnya berapa. 3. Hitunglah PPh Pasal 21 terutang Masa Pajak Des sesuai PER-16/2016 (lihat contoh di lampiran). 4. Apabila hasil perhitungan PPh Pasal 21 pada angka 3 lebih besar daripada angka 2, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 adalah sebesar PPh Pasal 21 DTP pada angka 2. 5. Namun apabila hasil perhitungan PPh Pasal 21 pada angka 2 lebih besar daripada angka 3, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 maksimal hanya sebesar PPh Pasal 21 pada angka 3. Jadi, silakan bandingkan angka di no 2 dengan no 3. Angka yg lebih kecil adalah angka yg digunakan untuk porsi PPh 21 DTP masa Desember 2021 atas karyawan tsb.	Cara menghitung PPh Pasal 21 DTP khusus untuk Masa Pajak Desember: 1. Tentukan apakah pegawai berhak/tidak berhak menerima insentif PPh Pasal 21 DTP di Masa Pajak Des. Caranya: penghasilan teratur pegawai (selain penghasilan tidak teratur seperti THR, Bonus, dsb) di bulan Desember dikali 12. Apabila tidak melebihi 200 juta, maka pegawai tersebut berhak menerima insentif PPh Pasal 21 DTP. 2. Hitunglah PPh Pasal 21 DTP --> yaitu PPh Pasal 21 atas penghasilan teratur (selain penghasilan tidak teratur seperti THR, Bonus, dsb) pada angka 1 saja. Caranya: Penghasilan teratur masa Desember x 12, kemudian hitung PPh 21 terutangnya berapa. 3. Hitunglah PPh Pasal 21 terutang Masa Pajak Des sesuai PER-16/2016 (lihat contoh di lampiran). 4. Apabila hasil perhitungan PPh Pasal 21 pada angka 3 lebih besar daripada angka 2, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 adalah sebesar PPh Pasal 21 DTP pada angka 2. 5. Namun apabila hasil perhitungan PPh Pasal 21 pada angka 2 lebih besar daripada angka 3, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 maksimal hanya sebesar PPh Pasal 21 pada angka 3. Jadi, silakan bandingkan angka di no 2 dengan no 3. Angka yg lebih kecil adalah angka yg digunakan untuk porsi PPh 21 DTP masa Desember 2021 atas karyawan tsb.	ELFAN FAUZI AKBAR
184758	06 Januari 2022	Tanya-SC	PPh	perhitungan PPh 21 porsi dtp di desember?	Cara menghitung PPh Pasal 21 DTP khusus untuk Masa Pajak Desember: 1. Tentukan apakah pegawai berhak/tidak berhak menerima insentif PPh Pasal 21 DTP di Masa Pajak Des. Caranya: penghasilan teratur pegawai (selain penghasilan tidak teratur seperti THR, Bonus, dsb) di bulan Desember dikali 12. Apabila tidak melebihi 200 juta, maka pegawai tersebut berhak menerima insentif PPh Pasal 21 DTP. 2. Hitunglah PPh Pasal 21 DTP --> yaitu PPh Pasal 21 atas penghasilan teratur (selain penghasilan tidak teratur seperti THR, Bonus, dsb) pada angka 1 saja. Caranya: Penghasilan teratur masa Desember x 12, kemudian hitung PPh 21 terutangnya berapa. 3. Hitunglah PPh Pasal 21 terutang Masa Pajak Des sesuai PER-16/2016 (lihat contoh di lampiran). 4. Apabila hasil perhitungan PPh Pasal 21 pada angka 3 lebih besar daripada angka 2, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 adalah sebesar PPh Pasal 21 DTP pada angka 2. 5. Namun apabila hasil perhitungan PPh Pasal 21 pada angka 2 lebih besar daripada angka 3, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 maksimal hanya sebesar PPh Pasal 21 pada angka 3. Jadi, silakan bandingkan angka di no 2 dengan no 3. Angka yg lebih kecil adalah angka yg digunakan untuk porsi PPh 21 DTP masa Desember 2021 atas karyawan tsb.	Cara menghitung PPh Pasal 21 DTP khusus untuk Masa Pajak Desember: 1. Tentukan apakah pegawai berhak/tidak berhak menerima insentif PPh Pasal 21 DTP di Masa Pajak Des. Caranya: penghasilan teratur pegawai (selain penghasilan tidak teratur seperti THR, Bonus, dsb) di bulan Desember dikali 12. Apabila tidak melebihi 200 juta, maka pegawai tersebut berhak menerima insentif PPh Pasal 21 DTP. 2. Hitunglah PPh Pasal 21 DTP --> yaitu PPh Pasal 21 atas penghasilan teratur (selain penghasilan tidak teratur seperti THR, Bonus, dsb) pada angka 1 saja. Caranya: Penghasilan teratur masa Desember x 12, kemudian hitung PPh 21 terutangnya berapa. 3. Hitunglah PPh Pasal 21 terutang Masa Pajak Des sesuai PER-16/2016 (lihat contoh di lampiran). 4. Apabila hasil perhitungan PPh Pasal 21 pada angka 3 lebih besar daripada angka 2, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 adalah sebesar PPh Pasal 21 DTP pada angka 2. 5. Namun apabila hasil perhitungan PPh Pasal 21 pada angka 2 lebih besar daripada angka 3, maka PPh Pasal 21 DTP Masa Pajak Desember 2021 maksimal hanya sebesar PPh Pasal 21 pada angka 3. Jadi, silakan bandingkan angka di no 2 dengan no 3. Angka yg lebih kecil adalah angka yg digunakan untuk porsi PPh 21 DTP masa Desember 2021 atas karyawan tsb.	ELFAN FAUZI AKBAR
184759	06 Januari 2022	Tanya-SC	E-Faktur	etax 4001?	cek sertel apakah masih berlaku atau tidak. jika masih berlaku, coba inject ulang ke aplikasi efaktur nya	cek sertel apakah masih berlaku atau tidak. jika masih berlaku, coba inject ulang ke aplikasi efaktur nya	ELFAN FAUZI AKBAR
184760	21 Juni 2022	Tanya-SC	PPN	sy ada rencana penjualan, katanya akan dikenakan pph 22 tarif 1.5%. dokumen apa saja yang diperlukan untuk pembuatan bukti potongnya ya, mas/mba?	Ini penjualan barang ke IP? Kalo iya bisa mengacu ke pasal 12 PMK-59/2022, nanti bisa kena pemungutan PPh pasal 22 tarif 1,5%, ada transaksi yg tidak dilakukan pemungutan di ayat 2nya	Ini penjualan barang ke IP? Kalo iya bisa mengacu ke pasal 12 PMK-59/2022, nanti bisa kena pemungutan PPh pasal 22 tarif 1,5%, ada transaksi yg tidak dilakukan pemungutan di ayat 2nya	RIGAR TABAH PRIMADANA
184761	21 Juni 2022	Tanya-SC	PPN	utk penbuatan SPPB diperlukan dokumen pemasukan barang sedangkan saat DP atau Performa Invoice barang belum dikirimkan. Apakah bisa berlaku utk beda periode? DP/Performa Invoice dibayar Juni sedangkan barang masuk di Juli?	ketika dia udah bayar uang muka secara ketentuan udah muncul kewajiban untuk buat FP. Kalo pemasukan ke kaber mau dapet fasilitas buat FP 07, atas atas faktur uang muka tadi tetap wajib ada SPPB. Dashuknya ada di pasal 21 PMK-65/2021, penegasannya ada di ND ini di nomor 4 terutama huruf d e f (nomor nd jangan dikasi tau), kalau untuk fp uang muka tadi gaada sppb nya gadapet fasilitas tidak dipungut berarti. Untuk teknis pembuatan SPPBnya sebernya itu yg buat BC, tapi secara PMK-65 kalo mau dapet fasilitas tidak dipungut emang harus ada SPPBnya. Kalo SPPB Juli dibuat FP 07 juni seharusnya gak bisa.	ketika dia udah bayar uang muka secara ketentuan udah muncul kewajiban untuk buat FP. Kalo pemasukan ke kaber mau dapet fasilitas buat FP 07, atas atas faktur uang muka tadi tetap wajib ada SPPB. Dashuknya ada di pasal 21 PMK-65/2021, penegasannya ada di ND ini di nomor 4 terutama huruf d e f (nomor nd jangan dikasi tau), kalau untuk fp uang muka tadi gaada sppb nya gadapet fasilitas tidak dipungut berarti. Untuk teknis pembuatan SPPBnya sebernya itu yg buat BC, tapi secara PMK-65 kalo mau dapet fasilitas tidak dipungut emang harus ada SPPBnya. Kalo SPPB Juli dibuat FP 07 juni seharusnya gak bisa.	RIGAR TABAH PRIMADANA
184762	06 Januari 2022	Tanya-SC	PPh	wpdn dapat penghasilan dari luar negeri, pengenaan PPh nya bagaimana?	masuk ke penghasilan dari luar negeri di spt tahunan. apabila sudah dipotong oleh otoritas perpajakan disana, bisa jadi kredit pajak pph 24 sesuai ketentuan PMK 192/2018	masuk ke penghasilan dari luar negeri di spt tahunan. apabila sudah dipotong oleh otoritas perpajakan disana, bisa jadi kredit pajak pph 24 sesuai ketentuan PMK 192/2018	ELFAN FAUZI AKBAR
184763	21 Juni 2022	Tanya-SC	KUP	aturan untuk form surat banding peradilan pajak yang masih berlaku apa ya mas/mba? Terimakasih.	di aturan pengajuan banding UU KUP tidak diatur khusus terkait bentuk dan ketentuan form pengajuan banding, adanya ketentuan formalnya aja. Teknis silakan konfirmasi ke Pengadilan Pajak	di aturan pengajuan banding UU KUP tidak diatur khusus terkait bentuk dan ketentuan form pengajuan banding, adanya ketentuan formalnya aja. Teknis silakan konfirmasi ke Pengadilan Pajak	RIGAR TABAH PRIMADANA
184764	06 Januari 2022	Tanya-SC	KUP	invoice dalam bahasa inggris apakah diperbolehkan?	secara perpajakan tidak diatur mengenai hal tersebut	secara perpajakan tidak diatur mengenai hal tersebut	ELFAN FAUZI AKBAR
184765	21 Juni 2022	Tanya-SC	E-Faktur	kalau ada perbedaan di web efaktur dengan di efaktur desktop, gimana ya Pak? karena ada Fkatur Pajak Pengganti di masa Mei.	Info dari WP ada fp di web e-Faktur nilainya 0 krn ada pengganti tp penggantinya masuk masa Mei, sedangkan di e-Faktur nilainya msh ada, jadi nilai utk KB nya beda. Nanti upload aja FP penggantinya, FP pengganti masanya tetep ngikut masa normal, misal dikreditin masa mei dan mei belum dilaporkan normalnya, nanti setelah upload FP PM pengganti di efaktur desktop, di web efaktur tinggal hapus spt yg diposting trus posting spt lagi, nanti seharusnya nilainya sudah muncul nilai yg pengganti.	Info dari WP ada fp di web e-Faktur nilainya 0 krn ada pengganti tp penggantinya masuk masa Mei, sedangkan di e-Faktur nilainya msh ada, jadi nilai utk KB nya beda. Nanti upload aja FP penggantinya, FP pengganti masanya tetep ngikut masa normal, misal dikreditin masa mei dan mei belum dilaporkan normalnya, nanti setelah upload FP PM pengganti di efaktur desktop, di web efaktur tinggal hapus spt yg diposting trus posting spt lagi, nanti seharusnya nilainya sudah muncul nilai yg pengganti.	RIGAR TABAH PRIMADANA
184766	06 Januari 2022	Tanya-SC	PPh	pengenaan PPh penjualan software berlisensi?	dijelaskan sesuai S 654/2017	dijelaskan sesuai S 654/2017	ELFAN FAUZI AKBAR
184767	21 Juni 2022	Tanya-SC	Lainnya	punya npwp namun tidak melaporkan sptnya dr tahun 2018 ingin ikut pps juga itu bagaimana ya? apakah spt 2018 - 2021 hrs di laporkan? (kalau yg 2020 tetap wajib, namun untuk tahun sebelumnya bagaimana krn ini belum lapor spt normalnya sama sekali bukan pembetulan)	secara ketentuan tidak dilarang untuk melaporkan SPT Normal. Dalam hal Wajib Pajak orang pribadi belum menyampaikan SPT Tahunan Pajak Penghasilan orang pribadi Tahun Pajak 2020 sampai dengan Undang-Undang diundangkan, berlaku ketentuan sebagai berikut: a. Wajib Pajak orang pribadi wajib menyampaikan SPT Tahunan Pajak Penghasilan Tahun Pajak 2020 yang mencerminkan Harta yang telah dilaporkan dalam SPT Tahunan Pajak Penghasilan sebelum Tahun Pajak 2020 yang disampaikan sebelum Undang-Undang diundangkan ditambah Harta yang bersumber dari penghasilan pada Tahun Pajak 2020; dan b. Harta bersih yang dimiliki selain sebagaimana dimaksud dalam huruf a, harus diungkapkan dalam SPPH. SPT 2020 lapor tapi atas harta yg mencerminkan Harta yang telah dilaporkan dalam SPT Tahunan Pajak Penghasilan sebelum Tahun Pajak 2020 yang disampaikan sebelum Undang-Undang diundangkan ditambah Harta yang bersumber dari penghasilan pada Tahun Pajak 2020 Karna belum lapor SPT 2018-2020 seharusnya hartanya tetap diikutkan dalam PPS, sepanjang memenuhi harta 2018-2020 ikut PPS kalo mau karna kembali lagi PPS itu pilihan bukan kewajiban	secara ketentuan tidak dilarang untuk melaporkan SPT Normal. Dalam hal Wajib Pajak orang pribadi belum menyampaikan SPT Tahunan Pajak Penghasilan orang pribadi Tahun Pajak 2020 sampai dengan Undang-Undang diundangkan, berlaku ketentuan sebagai berikut: a. Wajib Pajak orang pribadi wajib menyampaikan SPT Tahunan Pajak Penghasilan Tahun Pajak 2020 yang mencerminkan Harta yang telah dilaporkan dalam SPT Tahunan Pajak Penghasilan sebelum Tahun Pajak 2020 yang disampaikan sebelum Undang-Undang diundangkan ditambah Harta yang bersumber dari penghasilan pada Tahun Pajak 2020; dan b. Harta bersih yang dimiliki selain sebagaimana dimaksud dalam huruf a, harus diungkapkan dalam SPPH. SPT 2020 lapor tapi atas harta yg mencerminkan Harta yang telah dilaporkan dalam SPT Tahunan Pajak Penghasilan sebelum Tahun Pajak 2020 yang disampaikan sebelum Undang-Undang diundangkan ditambah Harta yang bersumber dari penghasilan pada Tahun Pajak 2020 Karna belum lapor SPT 2018-2020 seharusnya hartanya tetap diikutkan dalam PPS, sepanjang memenuhi harta 2018-2020 ikut PPS kalo mau karna kembali lagi PPS itu pilihan bukan kewajiban	RIGAR TABAH PRIMADANA
184768	06 Januari 2022	Tanya-SC	E-Faktur	file impor PK dpat darimana?	coba input satu faktur pajak keluaran dulu. nanti kalau sudah approve sukses, klik kanan ekspor. file tersebutlah yang akan digunakan untuk apabila wp menggunakan mekanisme impor faktur pajak	coba input satu faktur pajak keluaran dulu. nanti kalau sudah approve sukses, klik kanan ekspor. file tersebutlah yang akan digunakan untuk apabila wp menggunakan mekanisme impor faktur pajak	ELFAN FAUZI AKBAR
